ndvi_mean,ndvi_change_pct,rainfall_7d_mm,rainfall_30d_mm,temperature_avg_7d_c,humidity_avg_7d_pct,crop_type,crop_age_days,health
0.4137,-22.82,0.5,84.2,34.29,35.5,Soybean,146,0
0.7452,-5.26,59.1,74.7,34.52,61.4,Sugarcane,87,2
0.085,-47.15,16.3,92.1,28.69,65.6,Rice,24,0
0.7839,12.91,60.2,201.7,34.01,76.4,Soybean,96,2
0.05,-17.04,15.2,44.3,28.69,64.2,Sugarcane,28,0
0.5471,-9.07,51.7,65.8,31.73,71.5,Soybean,54,1
0.5928,1.98,8.7,103.0,30.29,62.3,Soybean,131,1
0.3603,4.5,34.6,147.5,28.78,33.9,Soybean,38,2
0.3515,-5.34,71.1,71.1,27.31,56.6,Soybean,43,1
0.8378,-7.21,39.9,39.9,28.81,50.3,Sugarcane,125,2
0.3274,8.83,20.6,20.6,23.34,69.4,Cotton,64,0
0.6972,10.09,49.2,62.1,35.52,43.9,Rice,77,2
0.2003,-8.49,4.3,79.1,30.39,47.6,Sugarcane,56,0
0.3045,-18.86,28.5,67.9,29.76,63.3,Soybean,32,0
0.8096,3.55,42.9,114.2,32.52,39.9,Soybean,131,2
0.3071,-21.25,33.5,144.4,33.32,52.6,Soybean,47,0
0.05,-57.02,22.2,98.3,32.89,68.7,Sugarcane,25,0
0.8078,-1.67,23.5,90.9,28.83,26.7,Rice,123,2
0.1942,-34.27,42.2,42.2,20.86,49.8,Wheat,17,0
0.3651,-4.14,24.2,102.8,29.89,63.1,Wheat,57,1
0.5955,6.92,9.9,72.7,15.48,45.7,Wheat,125,1
0.05,-38.88,0.0,100.8,24.36,62.3,Wheat,10,0
0.7606,-1.05,33.1,77.2,21.32,32.8,Soybean,105,1
0.8446,2.28,5.9,76.1,30.13,59.9,Rice,98,2
0.3167,41.59,29.4,65.0,21.25,47.3,Cotton,50,0
0.5311,5.92,44.6,120.1,24.48,51.1,Wheat,72,1
0.6318,-16.86,12.2,142.6,21.42,36.3,Cotton,89,1
0.3589,-9.69,0.0,88.0,18.02,24.7,Sugarcane,79,0
0.8056,-0.46,32.9,137.2,29.68,73.4,Sugarcane,116,2
0.9344,-1.64,100.4,108.8,30.9,62.9,Soybean,89,2
0.6378,-3.7,21.5,95.4,22.6,62.9,Cotton,145,2
0.9353,2.16,79.6,92.3,29.32,49.4,Sugarcane,131,2
0.7644,-7.04,16.5,88.1,21.09,65.6,Rice,77,2
0.8421,10.3,35.9,42.8,27.86,66.6,Sugarcane,92,2
0.671,-10.08,42.3,193.2,35.81,26.6,Sugarcane,75,2
0.6676,2.04,57.4,117.5,22.45,64.2,Soybean,82,2
0.5244,-17.07,17.5,134.5,33.87,74.7,Sugarcane,80,1
0.3938,-5.35,32.2,78.1,22.94,40.7,Cotton,52,1
0.3778,-17.35,55.1,144.0,27.84,63.9,Wheat,45,1
0.9012,6.94,34.0,172.4,28.09,61.7,Rice,122,2
0.0784,-16.62,14.4,143.8,30.78,50.4,Wheat,22,0
0.2307,-32.63,11.8,92.0,27.44,31.2,Rice,40,0
0.106,-44.54,0.0,84.4,36.81,52.2,Cotton,55,0
0.7628,-3.5,53.4,73.3,33.32,42.8,Cotton,144,2
0.4694,-13.92,23.3,57.5,37.03,70.7,Cotton,104,1
0.0922,-26.21,55.8,55.8,33.63,51.2,Cotton,18,0
0.4015,-20.03,47.9,95.7,22.72,52.5,Sugarcane,34,1
0.3862,0.31,42.3,132.5,32.63,66.8,Rice,39,1
0.3684,-25.3,38.5,99.3,31.79,34.9,Cotton,39,1
0.5801,5.72,37.7,191.6,23.88,58.0,Rice,63,1
0.4675,7.91,75.0,112.4,27.12,92.4,Cotton,55,1
0.3341,-12.65,54.2,210.9,22.05,76.9,Soybean,35,0
0.1782,17.6,49.7,88.1,32.23,43.5,Sugarcane,22,0
0.3739,-13.6,0.0,133.1,34.96,44.5,Sugarcane,133,0
0.5719,6.62,7.9,142.6,28.68,85.3,Rice,71,1
0.7914,10.85,48.2,149.5,25.74,53.1,Cotton,112,2
0.8328,4.09,35.9,35.9,21.22,80.0,Sugarcane,124,2
0.7172,-4.6,65.6,70.3,35.84,55.8,Wheat,90,2
0.336,-0.08,45.6,107.4,27.84,83.7,Sugarcane,39,0
0.301,13.13,19.3,105.7,28.16,31.3,Sugarcane,53,0
0.3306,-26.37,42.2,116.3,31.84,26.0,Wheat,46,0
0.068,17.08,12.8,94.0,25.83,63.4,Rice,18,0
0.2909,-19.36,0.0,111.4,42.13,75.3,Wheat,105,0
0.1522,93.62,62.1,62.1,25.5,52.5,Sugarcane,21,0
0.4463,-10.73,11.5,50.9,31.61,51.5,Rice,58,1
0.7409,7.49,41.8,123.4,28.26,56.2,Wheat,100,2
0.2068,-20.91,41.4,104.0,29.23,65.4,Cotton,12,0
0.8245,-5.15,35.7,121.6,30.41,58.7,Rice,88,2
0.76,2.17,31.8,67.7,26.56,78.2,Sugarcane,117,2
0.2917,-30.67,0.0,121.6,43.0,49.5,Rice,140,0
0.6896,0.62,22.9,58.4,28.11,66.4,Sugarcane,105,1
0.6968,-8.45,25.0,26.4,30.99,28.2,Soybean,144,2
0.5487,-9.92,28.4,148.5,33.62,61.7,Rice,61,1
0.5772,-6.46,40.5,117.3,34.45,41.0,Soybean,75,1
0.9358,8.36,39.4,39.4,24.27,75.3,Soybean,96,2
0.1413,-23.47,74.5,74.5,26.62,78.2,Cotton,10,0
0.7975,2.46,45.5,45.5,23.72,67.6,Cotton,146,2
0.7056,0.58,37.5,139.1,15.87,42.5,Wheat,82,2
0.1309,-6.73,22.4,63.7,27.77,72.2,Wheat,30,0
0.575,-3.74,22.5,137.9,35.16,54.0,Sugarcane,124,1
0.9487,0.85,35.8,101.8,23.37,40.5,Rice,86,2
0.7531,11.89,37.0,118.9,28.31,50.2,Cotton,88,2
0.313,-14.24,76.3,94.3,17.33,53.6,Sugarcane,15,0
0.1315,63.58,11.4,22.3,27.26,56.4,Rice,35,0
0.5716,21.21,39.9,39.9,32.57,37.2,Rice,51,1
0.7987,3.82,71.6,105.8,31.81,55.3,Soybean,142,2
0.2104,16.19,40.0,40.0,30.6,35.5,Cotton,22,0
0.1527,11.49,60.9,60.9,29.28,40.3,Wheat,20,0
0.4201,8.27,0.0,0.0,23.72,64.4,Soybean,91,0
0.8689,12.17,38.0,122.1,32.31,32.2,Rice,147,2
0.2984,-7.94,3.8,38.0,21.52,75.3,Sugarcane,57,0
0.625,-5.95,23.9,74.2,25.74,58.3,Soybean,79,0
0.2342,16.59,30.3,134.4,32.95,33.7,Wheat,45,0
0.6516,-4.27,38.8,145.0,30.98,58.1,Wheat,69,2
0.3807,-0.37,32.9,74.8,24.81,65.5,Rice,35,1
0.717,1.86,28.6,88.0,25.37,90.8,Cotton,135,2
0.1668,-41.46,0.0,52.0,33.92,45.6,Wheat,56,0
0.1092,16.79,18.6,78.0,24.98,40.1,Cotton,35,0
0.1372,-27.02,35.5,101.7,37.5,45.0,Cotton,39,0
0.7816,6.59,49.4,106.4,27.72,49.6,Soybean,94,2
0.2343,8.47,41.0,149.8,24.46,59.3,Wheat,33,0
0.05,-45.75,13.0,140.6,27.77,45.3,Cotton,31,0
0.4013,14.33,86.0,161.5,27.46,50.2,Soybean,40,1
0.2383,-33.72,36.4,124.3,37.61,57.6,Wheat,53,0
0.7797,6.43,30.1,99.8,30.81,34.7,Rice,134,2
0.8569,-3.95,45.9,81.6,29.98,36.6,Sugarcane,108,2
0.8452,-1.08,34.0,199.9,28.91,44.6,Rice,88,2
0.3772,-9.45,0.0,41.9,28.25,52.5,Soybean,80,0
0.6119,-9.11,27.5,110.0,26.29,63.6,Wheat,76,2
0.6366,-6.07,27.5,102.2,34.32,45.2,Sugarcane,91,1
0.7098,0.1,28.1,85.3,17.92,51.7,Wheat,130,2
0.7406,-10.36,9.4,9.4,26.6,49.1,Rice,144,2
0.7299,2.02,20.7,141.3,28.9,42.7,Rice,101,2
0.0576,-44.24,31.5,51.7,23.08,63.3,Sugarcane,24,0
0.5147,2.27,24.5,118.2,29.85,43.3,Rice,49,1
0.2679,16.82,61.9,163.4,29.15,63.4,Rice,24,0
0.513,-1.62,14.8,146.3,33.87,44.4,Sugarcane,107,0
0.8253,1.41,38.9,127.3,28.56,70.2,Soybean,146,2
0.5433,-18.91,10.8,107.5,28.64,39.2,Sugarcane,94,1
0.05,-76.2,37.6,82.7,46.27,59.3,Sugarcane,19,0
0.7747,-2.83,79.9,84.2,20.33,49.1,Wheat,81,2
0.05,0.0,16.0,108.1,35.69,70.8,Cotton,30,0
0.2638,-6.84,0.0,78.7,30.52,37.9,Rice,49,0
0.7545,-3.16,45.2,93.7,25.27,38.9,Wheat,124,2
0.8881,-1.86,10.4,150.2,29.4,33.7,Rice,129,2
0.05,-62.86,20.8,53.6,39.61,70.0,Rice,31,0
0.5696,0.34,8.9,104.2,20.8,24.4,Sugarcane,92,0
0.8444,-7.38,83.0,159.5,27.71,55.1,Cotton,109,2
0.8973,-5.55,37.5,117.7,28.33,53.2,Soybean,97,2
0.6183,2.79,20.3,171.1,31.71,100.0,Soybean,129,1
0.1419,54.49,78.8,78.8,33.52,72.4,Cotton,18,0
0.882,-0.21,45.0,100.2,30.13,53.8,Soybean,127,2
0.5411,-9.94,8.8,37.6,25.24,58.3,Sugarcane,89,0
0.2115,28.91,66.6,76.6,26.83,62.2,Wheat,35,0
0.8186,3.54,57.9,165.6,27.15,59.4,Sugarcane,78,2
0.6404,7.26,18.1,50.0,30.71,72.4,Sugarcane,92,1
0.2814,8.77,76.1,109.7,27.07,66.5,Cotton,33,0
0.4802,0.6,0.0,129.9,26.68,48.8,Cotton,76,1
0.9141,-0.49,40.3,67.9,21.13,42.0,Soybean,116,2
0.8389,3.3,13.5,173.9,28.06,48.3,Rice,118,2
0.1049,-38.02,30.0,103.0,39.46,60.0,Wheat,62,0
0.9274,3.58,39.3,102.3,28.86,54.2,Rice,118,2
0.1225,-1.09,12.1,95.0,21.52,56.7,Cotton,41,0
0.76,-10.82,44.2,44.2,38.18,37.1,Rice,136,1
0.3168,-18.83,33.8,66.5,29.15,51.3,Cotton,52,0
0.5703,-7.93,16.0,107.9,24.53,21.2,Wheat,78,1
0.4855,2.96,32.2,32.2,23.86,43.7,Cotton,56,1
0.6824,-8.0,38.8,106.9,27.15,46.1,Cotton,145,2
0.3744,-23.45,26.6,126.8,21.23,46.2,Rice,49,1
0.6672,-6.81,0.0,83.4,26.64,35.1,Wheat,145,1
0.1547,-38.25,48.1,71.0,27.58,64.2,Soybean,25,0
0.2472,-6.87,3.1,43.8,23.19,58.8,Soybean,60,0
0.6017,-13.39,28.8,66.7,25.57,78.2,Sugarcane,74,2
0.5746,1.29,28.6,28.6,36.14,53.0,Sugarcane,82,1
0.4978,-8.45,60.9,105.6,30.84,75.4,Rice,44,1
0.737,10.12,4.9,126.4,29.85,34.1,Rice,105,1
0.05,-62.06,43.2,108.9,38.54,67.7,Soybean,22,0
0.5477,12.9,38.3,38.3,28.81,39.7,Soybean,59,1
0.0928,-20.8,65.0,90.3,25.16,51.3,Cotton,10,0
0.6309,-5.27,14.5,76.6,26.12,58.2,Sugarcane,148,2
0.7391,-2.36,43.5,89.4,27.43,91.4,Wheat,139,2
0.7542,-5.69,52.2,56.1,31.56,58.9,Wheat,138,2
0.6741,-14.62,29.0,111.6,30.15,55.9,Soybean,85,2
0.05,-48.14,22.0,178.0,24.48,44.0,Sugarcane,14,0
0.2809,15.86,0.0,102.0,26.5,32.7,Cotton,57,0
0.2703,6.18,70.0,127.5,23.96,41.2,Rice,24,0
0.5643,-1.65,11.3,94.6,33.77,67.1,Rice,76,1
0.7837,-7.37,49.6,49.6,30.59,52.9,Wheat,98,2
0.6349,-17.68,34.7,54.8,36.16,68.6,Sugarcane,84,1
0.2686,-19.32,39.2,44.3,30.5,38.4,Cotton,27,0
0.6132,-7.67,5.8,118.2,29.11,14.6,Soybean,128,1
0.7198,-5.49,13.1,55.6,30.79,81.7,Wheat,149,1
0.5586,-9.71,0.0,122.2,25.33,59.8,Wheat,99,1
0.2379,-8.51,34.5,122.1,31.23,53.5,Rice,15,0
0.6721,3.07,39.1,45.1,16.81,47.8,Soybean,68,2
0.7551,15.69,62.2,75.2,31.34,62.6,Rice,68,2
0.4365,-10.67,51.2,167.3,30.2,50.6,Wheat,46,1
0.6429,-5.44,59.5,184.5,32.71,55.7,Soybean,71,2
0.5935,-19.83,3.6,154.9,23.3,48.5,Wheat,114,1
0.2546,-18.87,16.2,172.9,14.94,40.0,Cotton,32,0
0.05,-63.38,31.7,132.3,38.2,60.8,Cotton,28,1
0.51,45.14,0.0,45.2,23.11,59.7,Wheat,91,1
0.1165,-23.19,14.9,166.0,25.93,68.2,Sugarcane,39,0
0.6767,-6.55,10.9,98.5,27.82,40.8,Wheat,126,1
0.2879,44.23,27.9,46.6,29.35,45.7,Wheat,46,0
0.5982,-19.58,12.6,216.0,33.43,74.6,Cotton,117,1
0.7619,-11.41,27.4,67.7,31.79,57.3,Sugarcane,109,2
0.05,-43.0,6.5,35.2,37.07,56.5,Sugarcane,42,0
0.4331,-11.73,0.0,15.0,28.02,46.1,Cotton,74,1
0.7424,-2.16,27.0,108.1,32.58,53.6,Cotton,105,2
0.6942,-1.03,0.0,103.4,32.63,63.6,Rice,87,1
0.5517,-16.74,40.7,62.0,34.55,41.8,Rice,67,1
0.8479,2.07,37.2,97.7,15.27,41.4,Sugarcane,125,2
0.4872,-1.92,22.0,37.1,30.62,50.1,Sugarcane,70,1
0.7027,-2.34,20.3,89.8,25.09,68.5,Cotton,112,2
0.6548,8.46,28.0,80.6,30.26,66.3,Cotton,123,2
0.2792,-4.42,36.3,115.3,21.85,81.8,Wheat,38,0
0.3411,-30.05,16.3,99.0,43.29,59.5,Wheat,121,0
0.4923,-0.92,56.5,56.5,37.0,58.0,Cotton,108,1
0.8316,2.58,47.9,47.9,22.47,53.9,Rice,83,2
0.7854,-13.35,37.8,93.4,21.22,35.2,Cotton,98,2
0.3249,-15.81,0.0,126.7,28.52,72.1,Cotton,73,0
0.0821,-49.24,18.8,68.7,29.13,63.1,Cotton,26,0
0.8834,2.7,79.4,79.4,26.16,54.0,Sugarcane,128,2
0.4499,11.12,34.4,34.4,38.4,52.8,Cotton,77,1
0.3799,2.92,66.7,66.7,32.79,45.2,Sugarcane,44,1
0.4893,2.96,0.0,0.0,23.56,42.8,Wheat,91,1
0.1099,119.72,60.0,110.2,29.94,40.0,Cotton,21,0
0.56,2.2,52.6,121.5,25.31,55.4,Soybean,61,1
0.8041,0.43,24.1,150.6,21.67,45.3,Rice,91,2
0.4733,4.4,46.7,115.4,24.65,56.3,Sugarcane,53,1
0.05,-5.85,0.3,99.0,22.24,37.0,Wheat,10,0
0.5586,3.08,43.1,43.1,26.29,59.1,Rice,59,1
0.8623,10.44,35.7,169.6,28.14,72.7,Sugarcane,118,2
0.05,-29.26,8.6,85.5,32.07,73.8,Sugarcane,37,0
0.5065,2.64,30.6,99.1,39.53,73.6,Wheat,133,0
0.8551,13.81,42.5,107.8,23.56,73.0,Soybean,129,2
0.7944,11.08,54.3,73.1,33.14,57.8,Rice,143,2
0.7343,-13.86,38.1,164.8,34.28,65.3,Sugarcane,123,2
0.6955,-5.3,13.3,102.8,20.64,65.5,Rice,86,2
0.2118,-21.97,11.1,81.9,38.45,75.8,Cotton,70,0
0.467,-8.47,9.3,86.1,19.89,71.8,Soybean,67,1
0.5427,1.06,7.4,56.8,32.13,58.8,Cotton,137,1
0.4131,-21.91,2.3,73.4,30.7,52.3,Sugarcane,148,0
0.05,-52.07,14.5,97.4,31.81,71.9,Wheat,13,1
0.9138,3.36,77.5,77.5,31.1,60.8,Rice,96,2
0.7727,1.56,28.4,61.8,25.61,61.4,Wheat,95,2
0.5451,-6.57,7.7,77.1,27.5,44.6,Wheat,80,1
0.3048,38.48,40.6,49.2,30.51,66.7,Soybean,39,0
0.7352,-6.81,38.8,69.0,24.33,47.3,Rice,80,2
0.6638,-2.9,20.0,37.8,26.87,15.6,Sugarcane,140,1
0.1444,99.42,59.0,131.0,35.26,54.2,Soybean,22,0
0.1599,57.67,0.0,33.8,29.03,42.6,Soybean,52,0
0.821,-1.07,52.6,52.6,28.99,70.3,Cotton,114,1
0.7603,7.02,29.6,76.4,27.05,56.1,Soybean,94,2
0.1643,14.89,24.5,75.2,30.79,23.2,Soybean,27,0
0.2829,-10.15,28.8,185.7,27.61,73.6,Rice,33,0
0.584,-12.49,12.9,40.8,25.81,56.5,Sugarcane,107,1
0.3756,2.52,11.7,18.2,39.15,59.6,Soybean,114,0
0.3565,-2.87,23.7,143.8,40.56,40.8,Soybean,95,0
0.7139,-0.16,26.6,91.8,24.92,68.4,Soybean,121,2
0.3884,-14.33,24.1,90.5,32.98,79.7,Wheat,55,1
0.7759,4.11,46.3,98.6,21.89,50.1,Wheat,146,2
0.8006,-0.1,64.3,103.2,29.41,41.0,Cotton,107,2
0.5343,-0.07,21.9,110.7,31.31,46.3,Rice,59,1
0.352,-0.04,57.0,57.0,29.56,78.8,Wheat,45,1
0.5685,0.86,27.9,92.3,35.77,64.9,Soybean,129,1
0.3838,8.27,0.0,87.3,21.6,79.2,Rice,55,1
0.1815,-21.29,2.5,140.8,40.16,65.9,Cotton,80,0
0.5533,-0.32,25.3,195.8,35.97,28.9,Sugarcane,100,0
0.7999,-0.82,104.9,104.9,30.14,64.2,Cotton,98,2
0.6607,-0.64,42.8,106.4,31.85,76.2,Soybean,65,2
0.05,0.0,24.5,102.6,26.61,41.0,Cotton,15,0
0.5919,-0.34,5.0,70.3,22.32,60.7,Cotton,113,1
0.1574,-38.44,12.2,50.9,34.98,68.3,Cotton,48,0
0.8642,-2.52,39.8,140.5,30.94,55.7,Sugarcane,114,2
0.2631,-7.73,0.0,62.9,39.22,45.6,Cotton,139,0
0.7674,-10.0,25.4,132.4,25.51,66.8,Sugarcane,136,1
0.6924,-12.33,24.2,142.7,30.62,41.9,Wheat,149,2
0.7056,-1.99,49.6,49.6,31.44,36.4,Wheat,126,2
0.2646,83.22,42.4,116.6,24.08,53.4,Soybean,36,0
0.6221,21.66,51.8,145.4,25.9,63.9,Sugarcane,67,2
0.05,-63.24,19.0,188.8,21.37,60.7,Sugarcane,30,0
0.5226,0.7,6.4,51.7,33.64,81.6,Soybean,118,0
0.5231,-5.96,32.6,163.1,25.3,54.4,Soybean,59,1
0.6471,-0.63,54.7,149.6,36.56,82.1,Cotton,124,1
0.05,-66.42,5.4,38.3,31.46,52.3,Cotton,22,0
0.4507,-0.43,0.0,102.7,32.47,32.1,Soybean,113,0
0.5626,-6.79,9.6,116.3,31.79,60.8,Wheat,81,1
0.5021,-12.75,3.5,129.8,33.46,59.7,Sugarcane,99,0
0.5317,-14.51,0.0,86.0,25.66,37.2,Sugarcane,140,0
0.8098,16.42,37.4,139.6,24.87,54.9,Wheat,138,2
0.2993,-9.34,26.7,64.9,29.69,83.9,Cotton,46,0
0.7085,-3.49,75.4,90.3,37.91,66.3,Rice,127,1
0.8496,-7.96,52.4,89.3,27.42,51.2,Cotton,98,2
0.6685,6.67,39.5,166.4,34.73,36.2,Wheat,103,2
0.601,-8.56,0.0,9.1,24.86,59.3,Wheat,96,1
0.1763,57.98,59.4,59.4,34.94,50.3,Wheat,28,0
0.7553,-5.82,58.9,58.9,29.15,38.7,Rice,73,2
0.2079,8.07,53.2,158.0,20.78,64.2,Cotton,15,0
0.2441,4.76,0.0,81.1,28.8,65.7,Wheat,56,0
0.4598,13.96,87.2,87.2,30.58,38.7,Cotton,46,1
0.7814,-6.14,28.1,106.2,31.42,54.9,Rice,113,2
0.05,-31.16,12.3,12.3,28.83,74.4,Soybean,25,0
0.8074,-6.89,4.3,53.7,31.85,27.2,Rice,113,1
0.3463,-16.7,26.0,36.8,28.3,40.4,Sugarcane,48,0
0.7607,-2.08,53.1,75.1,26.61,62.1,Wheat,147,2
0.7274,-0.14,45.9,134.3,24.07,65.1,Wheat,87,2
0.2326,7.03,49.9,185.4,25.48,40.2,Wheat,31,0
0.6855,-8.18,16.4,129.2,30.76,46.0,Wheat,139,2
0.4527,-4.07,0.0,35.5,25.29,56.1,Soybean,146,0
0.255,10.6,40.6,110.1,29.06,31.9,Wheat,33,0
0.832,6.17,65.6,130.6,24.06,65.2,Cotton,147,2
0.1431,14.52,0.0,112.8,30.08,51.6,Rice,32,0
0.6884,-5.64,34.2,107.9,23.23,41.6,Soybean,142,2
0.4518,-18.65,39.3,120.1,22.98,54.0,Cotton,42,1
0.5639,-2.75,4.9,125.9,28.21,63.4,Wheat,130,1
0.5495,-4.66,42.3,61.0,22.28,79.4,Soybean,45,1
0.7898,-6.16,42.7,157.1,22.94,53.1,Wheat,92,2
0.6563,8.38,45.5,146.2,28.59,61.1,Soybean,72,2
0.6679,5.34,42.3,165.1,23.73,46.7,Rice,66,2
0.565,-11.19,5.2,93.3,29.85,69.0,Soybean,104,1
0.845,-6.15,12.1,104.4,27.33,80.3,Rice,93,2
0.1785,-31.03,0.0,79.2,29.51,58.4,Rice,33,0
0.7949,-0.24,66.3,128.5,27.05,53.4,Cotton,140,2
0.5884,-4.45,34.7,123.1,20.57,47.7,Rice,55,1
0.1181,136.16,0.0,123.7,38.59,25.1,Sugarcane,58,0
0.0778,-15.31,0.0,112.3,34.75,60.5,Rice,32,0
0.8577,12.54,73.7,146.5,19.06,32.3,Rice,131,2
0.4912,15.78,0.0,128.9,32.01,46.8,Soybean,145,0
0.229,-21.77,34.2,108.9,30.22,51.0,Rice,24,0
0.7454,-3.08,25.3,57.7,31.61,46.7,Sugarcane,113,1
0.7033,2.16,17.3,17.3,30.91,58.5,Wheat,119,2
0.2902,-20.73,8.1,40.3,20.33,78.0,Soybean,53,0
0.6449,-7.19,21.2,76.5,36.19,64.9,Wheat,111,1
0.05,0.0,0.0,76.1,34.72,64.0,Cotton,42,0
0.6934,-3.21,40.8,98.3,25.02,68.0,Soybean,100,2
0.7194,-2.86,24.0,89.6,26.69,70.5,Wheat,128,2
0.8728,-7.31,109.5,109.5,29.98,29.3,Rice,141,2
0.5094,-6.66,30.8,158.5,29.21,50.0,Cotton,75,1
0.184,-19.5,58.4,128.3,34.66,63.8,Sugarcane,25,0
0.5862,-14.2,0.0,53.2,28.35,60.8,Wheat,109,1
0.7119,-17.13,36.0,47.6,28.06,59.8,Rice,128,2
0.8626,0.74,78.2,78.2,29.66,47.7,Wheat,144,2
0.2004,-8.98,44.6,87.3,34.55,93.1,Soybean,29,0
0.5723,-5.63,15.0,76.1,21.31,37.2,Sugarcane,88,1
0.4736,-3.55,7.2,53.6,35.87,71.9,Wheat,125,1
0.8191,3.54,39.8,203.6,30.03,43.4,Cotton,99,2
0.3569,10.44,57.9,74.5,27.11,40.6,Cotton,41,1
0.7511,-3.03,41.7,118.6,33.42,66.6,Sugarcane,84,2
0.7796,16.77,38.5,70.9,22.35,57.2,Cotton,122,2
0.7904,-1.51,93.2,93.2,26.31,38.4,Wheat,145,2
0.33,-7.06,0.0,136.3,25.15,54.5,Sugarcane,84,0
0.8491,-4.23,42.0,162.0,32.66,69.4,Rice,80,2
0.7663,-5.75,56.8,122.4,21.73,42.4,Wheat,143,2
0.7982,2.74,62.9,150.0,35.03,39.4,Sugarcane,91,2
0.7543,-5.76,63.1,113.0,39.09,57.7,Sugarcane,101,1
0.2832,-19.34,57.8,64.9,25.76,74.2,Wheat,26,0
0.0849,-52.77,28.5,129.1,36.77,60.5,Sugarcane,28,0
0.4151,-10.6,72.6,189.9,34.93,55.4,Wheat,61,1
0.6968,-12.89,41.4,92.6,27.36,52.6,Rice,69,2
0.4033,-16.1,8.4,125.8,35.83,79.4,Wheat,80,1
0.8329,1.38,37.8,92.9,29.69,61.8,Sugarcane,89,2
0.7698,-7.28,0.0,27.0,24.21,53.5,Rice,131,0
0.05,-56.89,23.9,89.0,21.08,37.6,Soybean,24,1
0.5502,11.74,0.0,15.8,32.32,13.3,Soybean,90,0
0.0954,-21.17,56.2,250.4,17.63,65.4,Sugarcane,19,0
0.05,0.0,7.2,129.0,21.76,73.6,Cotton,29,0
0.2705,-25.29,77.7,151.1,25.01,53.7,Soybean,28,0
0.5757,-0.43,25.0,87.5,35.52,55.1,Soybean,116,1
0.1628,-30.09,11.2,164.9,27.97,65.6,Soybean,57,0
0.7738,1.76,34.5,65.2,18.38,68.8,Cotton,111,2
0.317,-1.06,35.6,170.7,30.02,34.3,Sugarcane,36,0
0.4506,-15.82,0.0,117.3,23.98,33.7,Sugarcane,138,0
0.684,15.28,49.1,92.3,24.66,40.3,Wheat,73,2
0.6464,-6.14,27.6,27.6,28.27,64.2,Cotton,134,2
0.7467,-3.04,51.4,51.4,30.73,79.3,Sugarcane,69,2
0.524,17.15,43.6,49.6,32.79,87.0,Wheat,64,1
0.1218,43.24,28.5,133.8,26.33,67.5,Rice,16,0
0.8396,1.56,79.7,85.2,32.22,46.9,Rice,147,2
0.6309,-9.01,8.2,97.8,31.5,79.6,Wheat,139,1
0.3018,-13.57,5.9,35.8,22.34,66.9,Soybean,62,0
0.4567,-11.98,7.6,192.6,21.75,42.8,Soybean,129,1
0.3515,-11.55,0.0,128.9,32.56,82.2,Wheat,71,1
0.3374,-21.66,17.0,113.2,34.09,69.9,Cotton,69,0
0.05,-48.7,12.3,62.0,37.71,59.6,Soybean,34,0
0.7423,-5.58,12.0,76.3,27.93,57.2,Rice,142,2
0.1528,-35.82,1.8,65.8,26.82,85.0,Wheat,35,0
0.05,-45.35,0.0,129.1,31.46,74.3,Soybean,14,0
0.05,-30.37,0.0,126.8,28.9,39.1,Wheat,22,0
0.8726,3.58,38.9,188.1,28.79,69.3,Rice,139,2
0.7698,-12.08,62.2,62.2,24.99,37.3,Wheat,145,2
0.5852,-6.04,21.1,38.3,33.94,59.3,Soybean,109,1
0.9042,-4.83,43.7,123.5,15.67,54.0,Cotton,108,2
0.05,0.0,0.0,175.6,30.22,43.5,Cotton,35,0
0.5574,-2.41,51.1,51.1,27.09,70.1,Rice,63,1
0.483,1.09,24.2,81.4,33.27,35.1,Cotton,73,1
0.5807,-1.48,43.9,52.6,29.68,77.4,Cotton,70,1
0.05,0.0,0.0,160.5,25.13,70.4,Wheat,28,0
0.7334,-7.45,35.2,128.1,27.56,54.9,Cotton,108,2
0.6507,-3.63,22.1,91.0,32.79,55.4,Soybean,132,1
0.2898,-3.46,26.8,90.5,33.32,53.5,Cotton,38,0
0.057,-1.59,0.0,38.2,26.35,72.0,Wheat,31,0
0.8621,1.9,61.4,61.4,26.52,82.2,Soybean,111,2
0.596,7.29,15.7,101.0,33.63,37.6,Wheat,142,1
0.7542,-3.3,41.9,73.9,25.76,55.8,Sugarcane,83,2
0.3792,-0.54,24.9,108.7,18.86,63.1,Rice,29,1
0.6586,-5.37,71.1,138.7,18.22,63.5,Rice,53,2
0.05,-25.61,0.0,151.6,24.22,56.1,Soybean,31,0
0.2957,-20.62,16.0,32.7,19.64,36.2,Wheat,48,0
0.7104,11.07,12.1,78.1,23.6,69.9,Soybean,113,1
0.4188,-29.02,0.0,118.3,35.11,56.2,Soybean,95,0
0.5567,-8.33,16.7,44.0,33.88,34.4,Sugarcane,116,1
0.168,-33.95,94.1,94.1,26.82,70.2,Wheat,12,1
0.2428,-11.59,0.0,0.0,30.9,34.6,Wheat,45,0
0.3384,4.35,45.6,49.8,24.07,72.8,Wheat,37,0
0.1757,-12.88,39.6,49.2,39.35,46.3,Soybean,38,0
0.3243,-4.13,58.7,58.7,34.38,82.7,Sugarcane,43,0
0.4646,-21.5,72.8,72.8,24.29,79.2,Wheat,50,1
0.05,-31.57,13.5,97.2,20.13,65.3,Cotton,14,0
0.8543,11.82,48.2,48.2,31.56,86.1,Wheat,144,2
